NumVars,lambda,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,F1,Detection_Rate,Balanced_Accuracy,logLoss,AUC,MCC,AccuracySD,KappaSD,AccuracyLowerSD,AccuracyUpperSD,AccuracyPValueSD,McnemarPValueSD,SensitivitySD,SpecificitySD,Pos_Pred_ValueSD,Neg_Pred_ValueSD,PrecisionSD,RecallSD,F1SD,Detection_RateSD,Balanced_AccuracySD,logLossSD,AUCSD,MCCSD
2,0,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649196023065,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069769818328,0.00341462848159231,0.00667302942833164
2,1e-04,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649196005093,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069773437936,0.00341462848159231,0.00667302942833164
2,0.000237137370566166,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649195988897,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069770100837,0.00341462848159231,0.00667302942833164
2,0.000562341325190349,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649196042904,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069778396441,0.00341462848159231,0.00667302942833164
2,0.00133352143216332,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.49664919599458,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069770559394,0.00341462848159231,0.00667302942833164
2,0.00316227766016838,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649195919419,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069774124306,0.00341462848159231,0.00667302942833164
2,0.00749894209332456,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649195772085,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069772929849,0.00341462848159231,0.00667302942833164
2,0.0177827941003892,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649195454891,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069773678469,0.00341462848159231,0.00667302942833164
2,0.0421696503428582,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649194698537,0.664661672318987,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069777120982,0.00341462848159231,0.00667302942833164
2,0.1,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.496649192958386,0.664661670936526,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00237069783569035,0.00341463140176895,0.00667302942833164
