mincriterion,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,F1,Detection_Rate,Balanced_Accuracy,logLoss,AUC,MCC,AccuracySD,KappaSD,AccuracyLowerSD,AccuracyUpperSD,AccuracyPValueSD,McnemarPValueSD,SensitivitySD,SpecificitySD,Pos_Pred_ValueSD,Neg_Pred_ValueSD,PrecisionSD,RecallSD,F1SD,Detection_RateSD,Balanced_AccuracySD,logLossSD,AUCSD,MCCSD
0.01,0.647348577345648,0.317008288246456,0.637860544529179,0.656750150253369,3.07288696824115e-112,0,0.484255329714208,0.766592090489223,0.6686623864385,0.824915180903009,0.6686623864385,0.484255329714208,0.489850909813515,0.215782859115216,0.625423710101716,0.515212404621714,0.686349746877732,0.355321975154694,0.00335750508812969,0.00740388828560759,0.0033769230589018,0.00333611597370429,1.68298329562539e-111,0,0.00418291579793783,0.00249847706906425,0.0138591247021845,0.00384075097603979,0.0138591247021846,0.00418291579793783,0.00582879218421427,0.00111916836270989,0.00322491321528689,0.00679305932056619,0.0048344512764966,0.00702638352412575
0.118888888888889,0.653663823214429,0.322624970506307,0.644213168306868,0.663024309923501,6.34111964618562e-124,0,0.48428320417041,0.767482149897643,0.717673875122394,0.840266771821649,0.717673875122394,0.48428320417041,0.487984762674704,0.217887941071476,0.625882677034026,0.488094890447174,0.69142433934546,0.373028835176408,0.00360085849788547,0.00858349857897931,0.00362271780584656,0.00357688384134776,3.4731737163225e-123,0,0.00482467266851657,0.00289395378762278,0.0176934875219804,0.00355730210347865,0.0176934875219804,0.00482467266851657,0.00679979745129367,0.00120028616596182,0.00377127646358309,0.00385388326558436,0.00418110318303132,0.00706900262300515
0.227777777777778,0.655841576379033,0.324603438984557,0.64640422489359,0.665187480833291,1.57508749650031e-127,0,0.484331548163721,0.767786401376924,0.739502779169419,0.846449504753414,0.739502779169419,0.484331548163721,0.487337861355585,0.218613858793011,0.626058974770323,0.481776028989007,0.692822436303607,0.379956621813169,0.00363848825786824,0.00824341717099267,0.00366097113121374,0.00361386832815912,8.62710951421861e-127,0,0.0046720428756102,0.00270732098574204,0.0183190938480758,0.00473537623145565,0.0183190938480757,0.0046720428756102,0.00664484072368429,0.00121282941928941,0.00361998451051528,0.00285744425586393,0.00407907896544898,0.00777576602762835
0.336666666666667,0.656737528254866,0.324948048679933,0.647305748062582,0.666077335258005,9.35205098034682e-131,0,0.48405754493208,0.767700600716552,0.752014637798359,0.850222879625423,0.752014637798359,0.48405754493208,0.486585162992335,0.218912509418289,0.625879072824316,0.478566943577698,0.69354043468602,0.383533937007964,0.00386276863527005,0.00867050022286102,0.00388682699695434,0.0038364411976714,5.11948402239838e-130,0,0.00483260870500049,0.0028241966799077,0.0179041034259722,0.00506256564161752,0.0179041034259722,0.00483260870500049,0.00684819080527523,0.00128758954509002,0.00376719767673461,0.00300110677779618,0.0039998285667817,0.00831634494884653
0.445555555555556,0.657432146292833,0.325405538794657,0.648004673400315,0.666767238074269,2.82093176876911e-132,0,0.483937527938861,0.767711013416946,0.763826290363894,0.852546896716589,0.763826290363894,0.483937527938861,0.486189513843502,0.219144048764278,0.625824270677903,0.476839188190984,0.69403652344873,0.385982724747771,0.00381360024466892,0.00833120438303722,0.00383745284269,0.00378750707904525,1.54426859062268e-131,0,0.00462631903765027,0.002665563928486,0.0133695751819397,0.00503736531112855,0.0133695751819398,0.00462631903765027,0.00653467789932615,0.0012712000815563,0.00358681115571655,0.00304376279448785,0.00397806807091613,0.00861366751342119
0.554444444444445,0.658113324173242,0.325891612587374,0.648690147096043,0.667443720105487,2.09015731673728e-131,0,0.483924393126376,0.767740409507406,0.77018709835551,0.855326760371178,0.77018709835551,0.483924393126376,0.485895555922981,0.219371108057747,0.625832401316891,0.475485688347332,0.694487373145748,0.388773944999933,0.00405391901307037,0.00879188317060165,0.00407941082319723,0.00402604565752809,1.14482581408222e-130,0,0.00481953499330093,0.00279550856644419,0.0119671909539229,0.00534867672336633,0.0119671909539228,0.00481953499330093,0.00680512190528331,0.00135130633769012,0.00375269995217295,0.00281816090866547,0.00382730944742778,0.00931783396230365
0.663333333333333,0.658623364830205,0.326291672003771,0.649203402467685,0.667950246519895,7.68347409809615e-132,0,0.483919404977333,0.767775377441655,0.775506282795585,0.857278633705759,0.775506282795585,0.483919404977333,0.485686111800008,0.219541121610068,0.625847391209494,0.474459874377308,0.694519146007147,0.390798826125042,0.00413963422641842,0.00886006758351997,0.0041657809077973,0.00411105585063102,4.20841207726056e-131,0,0.00480486280747698,0.00279272809685504,0.0102811748599771,0.00534326596786678,0.0102811748599771,0.00480486280747698,0.00675225205451813,0.00137987807547281,0.00374413346608191,0.00303190372225151,0.0038810107265789,0.00957525866988005
0.772222222222222,0.658895166440156,0.32591717447696,0.649476874465732,0.668220218129879,5.02282696662912e-134,0,0.483451641529379,0.767546763588191,0.780950162228163,0.860048963663082,0.780950162228163,0.483451641529379,0.484739700086792,0.219631722146719,0.625499202558785,0.473751956664382,0.694305694650421,0.392876543327514,0.00392203189067632,0.00862840475146962,0.00394680125904418,0.00389495860123274,2.75111549704492e-133,0,0.00474821418569349,0.00274454667952838,0.00868109424678012,0.00540091574282723,0.0086810942467802,0.00474821418569349,0.00673678660790946,0.00130734396355877,0.00369765944769107,0.00282446732351722,0.00353449148668965,0.00902936565050525
0.881111111111111,0.65925084456704,0.32560471731753,0.649834787501006,0.668573452478082,1.44645210866262e-135,0,0.483069032977685,0.767313591806439,0.787366873243924,0.863317569055355,0.787366873243924,0.483069032977685,0.483911695426357,0.219750281522347,0.625191312392062,0.472896268058065,0.693924508759491,0.395441871247246,0.00387876785176796,0.00846637574032914,0.00390337511251996,0.0038518823905786,7.92254439746675e-135,0,0.00463881727206787,0.00267819869360586,0.0072411656806025,0.00508060662775219,0.00724116568060257,0.00463881727206787,0.00655461629730722,0.00129292261725598,0.00361034880495308,0.00274956503733679,0.00353542425541366,0.00906956395992841
0.99,0.659945452472845,0.325714435758162,0.650533773181669,0.669263274684168,5.2513483318773e-138,0,0.482837721793555,0.767173459598676,0.794372611896608,0.867984136197621,0.794372611896608,0.482837721793555,0.48314893112249,0.219981817490948,0.625005590696116,0.472638721580496,0.693036981449076,0.399486087305925,0.00377207365012676,0.00845733034420691,0.00379611333653187,0.00374581830530271,2.87627939933809e-137,0,0.00465465395906434,0.00268413967459392,0.00377164547216902,0.00351310528037591,0.00377164547216902,0.00465465395906434,0.00669856769565941,0.00125735788337558,0.00362074936558211,0.00284207125082889,0.00385316183218391,0.00802146898499683
