alpha,lambda,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,F1,Detection_Rate,Balanced_Accuracy,logLoss,AUC,MCC,AccuracySD,KappaSD,AccuracyLowerSD,AccuracyUpperSD,AccuracyPValueSD,McnemarPValueSD,SensitivitySD,SpecificitySD,Pos_Pred_ValueSD,Neg_Pred_ValueSD,PrecisionSD,RecallSD,F1SD,Detection_RateSD,Balanced_AccuracySD,logLossSD,AUCSD,MCCSD
0.2,0.0896761819352239,0.646878811224599,0.29433079272753,0.63738807264234,0.656283365717478,7.79995235364847e-114,0,0.443551987428182,0.760015953356826,,0.86587893054705,,0.443551987428182,,0.2156262704082,0.601783970392504,0.49961212496322,0.663428708762658,0.364079633624887,0.00335484297743586,0.00764599400113874,0.0033741965785459,0.00333351941743351,4.19795704003061e-113,0,0.00313315696388271,0.00248346226986693,,0.000926242288373962,,0.00313315696388271,,0.00111828099247862,0.00280455761331142,0.00171600708651779,0.00351754342068245,0.00667365536282232
0.2,0.207163611278622,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.514352817832031,0.652367263769662,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00133312331190612,0.00357848009903819,0.00667302942833164
0.3,0.000110556988504454,0.647083490070834,0.297336387717058,0.637593946160534,0.656486729715974,4.83244197018525e-114,0,0.445837595296577,0.761196316113698,0.60772636761208,0.858711041431333,0.607726367612083,0.445837595296577,0.413482887208082,0.215694496690278,0.603516955705138,0.480898311158747,0.682620627159928,0.361045081139284,0.00346931261787967,0.00785867517041705,0.00348942581520914,0.0034471625162552,2.64247568976497e-113,0,0.00328947979063801,0.002574789892418,0.0434314524334755,0.00176233189270032,0.0434314524334784,0.00328947979063801,0.00414359868048688,0.00115643753929323,0.00292354081468911,0.00216224213915429,0.00335197996617093,0.00701009778487109
0.3,0.000255400982695892,0.647160668802186,0.297385350539245,0.637671557118219,0.656563430906809,4.84384717293485e-115,0,0.445805957035643,0.761201019661535,0.612305790124683,0.859037352297617,0.612305790124684,0.445805957035643,0.413344492830869,0.215720222934062,0.603503488348589,0.480911835014421,0.682641040024413,0.361335091129876,0.0033869270364337,0.00769838265189429,0.0034065798204834,0.00336528572026226,2.58770537466461e-114,0,0.00320999339997403,0.00252738903813273,0.0476432024073082,0.00166866854266486,0.047643202407308,0.00320999339997403,0.00403622286843929,0.00112897567881123,0.0028597717385743,0.0021678409272277,0.00337901058294857,0.00679409631022678
0.3,0.000590009395556206,0.647153957843598,0.297185920897006,0.637664805316341,0.656556764732229,3.04006345329636e-115,0,0.445640894624,0.761121846663327,0.617757237549535,0.859489844018495,0.617757237549537,0.445640894624,0.412988372010421,0.215717985947866,0.603381370643664,0.480964351270799,0.682637249038243,0.361522640881757,0.00337211482378106,0.00767545067584523,0.00339168116398647,0.00335056864080123,1.62393064732437e-114,0,0.00321582663986457,0.00251567858179538,0.0580588596956608,0.00160910942999325,0.058058859695659,0.00321582663986457,0.00406167540609785,0.00112403827459368,0.00285651049977913,0.00216664878102538,0.00339544210384355,0.00675607119992748
0.3,0.0013629982280025,0.647187514327839,0.296943798187795,0.637698545234139,0.656590118081332,1.87212643108535e-115,0,0.445403259657579,0.7610171992016,0.626353813685563,0.86033792316647,0.626353813685564,0.445403259657579,0.41245039746275,0.215729171442613,0.60321022942959,0.481095826003751,0.682599135294815,0.361978185872633,0.00330367737376578,0.00754102387751495,0.00332287148585653,0.00328254358163243,1.01903869023936e-114,0,0.00308864755584939,0.00247969799945272,0.0625037038794984,0.00146589204320212,0.062503703879494,0.00308864755584939,0.0038081460390566,0.00110122579125526,0.00277682427511495,0.0021635333059538,0.00338976599725046,0.00655645128702763
0.3,0.0031487026876693,0.647076780800214,0.296153262386902,0.637587179886804,0.65648008139039,7.55826827443856e-115,0,0.444770226466065,0.76072756426721,0.626474596627964,0.861776257549961,0.626474596627958,0.444770226466065,0.410890157583918,0.215692260266738,0.602748895366637,0.481433259943637,0.682545366788388,0.36241613960237,0.00334597896673229,0.00762884202681686,0.00336534503535401,0.00332464837379473,4.12337365402345e-114,0,0.00314914246323839,0.00249324582033552,0.101324762926706,0.00123906456806663,0.101324762926705,0.00314914246323839,0.00389978279634064,0.0011153263222441,0.00281380069027706,0.00215740289591897,0.00341517047397259,0.00666176357245734
0.3,0.00727391159551653,0.646932491465263,0.295083721549445,0.637442054695813,0.656336712633167,4.83905180830625e-114,0,0.44402052365368,0.760319582876208,0.627377425923051,0.863863651011636,0.62737742592305,0.44402052365368,0.410614731230761,0.215644163821754,0.602170053264944,0.482492717430161,0.681922023516525,0.363156793321214,0.00330805871527522,0.00757290299344165,0.00332714920878121,0.00328702597257854,2.64235344807429e-113,0,0.00311706688286703,0.0024684741328058,0.161055602460394,0.000966069759128675,0.161055602460394,0.00311706688286703,0.00356847102467829,0.00110268623842507,0.00278784495820507,0.0021193588189454,0.00341162532381377,0.00654607339522024
0.3,0.016803679212582,0.646892228413845,0.294424850800948,0.637401566044131,0.656296698819357,4.91164778137375e-114,0,0.443602032930361,0.760052021997467,,0.865659076144544,,0.443602032930361,,0.215630742804615,0.601827027463914,0.485508732829184,0.678943122140052,0.36399384628147,0.00334861599535471,0.00763815734779492,0.00336794347279959,0.00332732235206714,2.64130528181917e-113,0,0.00312914776433519,0.00248323353556231,,0.000933162197675234,,0.00312914776433519,,0.0011162053317849,0.00280241591614936,0.00206980135623156,0.00345136837286658,0.00664914336666675
0.3,0.0388186784196557,0.646848610895615,0.294277732971387,0.637357697366975,0.656253358067586,1.2313422686273e-113,0,0.443532947868088,0.760000288378325,,0.865816550952354,,0.443532947868088,,0.215616203631872,0.601766618123206,0.491769717398684,0.671323438787226,0.363992198904381,0.00334556619919426,0.0076302554305191,0.00336486128622415,0.00332430660343352,6.66989334500319e-113,0,0.00312720389812573,0.00247912072877757,,0.000913091714164115,,0.00312720389812573,,0.00111518873306475,0.00279939775029205,0.0019197542635647,0.00338692938572328,0.00664620663124863
0.3,0.0896761819352239,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.501820162309331,0.652452055766459,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00167709170769381,0.00359302550231646,0.00667302942833164
0.3,0.207163611278622,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.518868451182065,0.630931064262839,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.001211913333622,0.00304421028150119,0.00667302942833164
0.4,0.000110556988504454,0.647113689724195,0.297375627833733,0.637624311894475,0.656516745558565,1.91509621832002e-114,0,0.445846898119274,0.761205637255851,0.60917096577182,0.858785709091032,0.609170965771823,0.445846898119274,0.413476487828444,0.215704563241398,0.603526267687562,0.48089266417232,0.682627800190127,0.361136200191957,0.00341720778779732,0.00775840563270447,0.00343702162867991,0.00339538765678548,1.04470882225741e-113,0,0.00323525874956689,0.00254600375513326,0.0425868827347156,0.00169580863812962,0.0425868827347183,0.00323525874956689,0.00406526275324744,0.00113906926259911,0.00288195187950449,0.00216447452701087,0.00336109136275603,0.00687425327672062
0.4,0.000255400982695892,0.647174091733816,0.297367009216363,0.637685056929916,0.656576769076679,4.84402837087753e-115,0,0.445772435044569,0.761191498720454,0.61557255322641,0.859143482690438,0.615572553226412,0.445772435044569,0.413253417461005,0.215724697244605,0.603481966882511,0.480907474195556,0.682640958537904,0.361401673300965,0.00338383963705252,0.00769166387335979,0.00340347339043591,0.00336221914947432,2.58770187317492e-114,0,0.00320526929899708,0.00252393205966405,0.0471987412342994,0.00165119520099882,0.0471987412342993,0.00320526929899708,0.0040216393746399,0.00112794654568417,0.0028560057638649,0.00216986096174188,0.00338802383180095,0.00678035543932842
0.4,0.000590009395556206,0.647110333569619,0.297024362390837,0.63762093172981,0.6565134153859,3.01400810252219e-115,0,0.445513605277042,0.761067083500335,0.615957174988796,0.859616189952859,0.615957174988798,0.445513605277042,0.41274018779849,0.215703444523206,0.603290344388688,0.48095998101565,0.682630773299258,0.361491616094677,0.00338541300965935,0.00769008147569421,0.00340505908115814,0.00336377933473343,1.62412544677248e-114,0,0.00317084000566056,0.0025234711527137,0.0554913198197883,0.00162294371729352,0.0554913198197861,0.00317084000566056,0.00392624874133047,0.00112847100321978,0.00283927738555728,0.00216724416474372,0.00339819732129469,0.00677318694691193
0.4,0.0013629982280025,0.647180801341839,0.296792750156128,0.637691796062532,0.656583445223174,1.86917157369318e-115,0,0.445266190323012,0.760957998817305,0.630634604836913,0.860685115025275,0.630634604836915,0.445266190323012,0.412347229295927,0.215726933780613,0.603112094570158,0.481092577255027,0.68260783560178,0.362125917881078,0.00332133257451736,0.00759427340349779,0.00334060834564058,0.003300106809521,1.01908356897845e-114,0,0.00313824546971529,0.00249132779553014,0.0767305561230955,0.00138721426086737,0.0767305561230937,0.00313824546971529,0.00382758454760367,0.00110711085817245,0.00280836683251526,0.00216793298424531,0.003394758739877,0.00659832861411147
0.4,0.0031487026876693,0.647046587901378,0.29586866564616,0.637556806372509,0.656450086832091,2.97897800592721e-115,0,0.444532158256376,0.760621534995155,0.624050621681635,0.862381406297777,0.624050621681625,0.444532158256376,0.410418202073295,0.215682195967126,0.602576846625765,0.481501645666314,0.682459336808343,0.362638130774232,0.00329883858150565,0.0075346536593947,0.00331792000810568,0.00327782012474276,1.62460744299804e-114,0,0.00308185878240194,0.00246206080233962,0.104616456552967,0.00115548463496977,0.104616456552965,0.00308185878240194,0.0038557399676938,0.00109961286050188,0.0027660081957764,0.00215770157802976,0.00341702803592383,0.00655484481441003
0.4,0.00727391159551653,0.646791557609606,0.29456735032183,0.637300320370901,0.656196661995134,4.87393948151217e-113,0,0.443714642092871,0.760139993894147,0.499719163260182,0.864443053005449,0.499719163260182,0.443714642092871,0.413078590552645,0.215597185869869,0.601927317993509,0.482851126153754,0.681352950523378,0.363169063916018,0.00337404694385401,0.0076734377345378,0.00339349943794066,0.00335261343955857,2.66788819527576e-112,0,0.00314620279587551,0.00249340090331773,0.13710315832801,0.00111757587339622,0.13710315832801,0.00314620279587551,,0.00112468231461801,0.0028157763516822,0.0021205494029774,0.00341948751031979,0.006764045845863
0.4,0.016803679212582,0.646818408539899,0.294232783391134,0.637327320738849,0.656223347719239,1.22683637497723e-113,0,0.443517964603698,0.759988417919729,,0.865728984521415,,0.443517964603698,,0.215606136179966,0.601753191261714,0.486515074664561,0.676995913888013,0.363890125171702,0.00334070119260555,0.00762207692669455,0.00335996877500641,0.00331947201552777,6.67054637653257e-113,0,0.00312360740339397,0.00247719479323548,,0.00090982153717651,,0.00312360740339397,,0.00111356706420185,0.00279661734819966,0.0020503638327639,0.00344350634982632,0.00663103567752524
0.4,0.0388186784196557,0.646855322530233,0.294289520145511,0.637364446875955,0.656260027886903,7.79995235642889e-114,0,0.443537179060438,0.760003769848202,,0.865830647190656,,0.443537179060438,,0.215618440843411,0.60177047445432,0.493422889349248,0.666847746932246,0.364011743669862,0.00334071956114515,0.00762193769059983,0.0033599887658953,0.00331948868010935,4.19795703997716e-113,0,0.00312415829079069,0.00247675550797248,,0.000899588413454147,,0.00312415829079069,,0.00111357318704838,0.00279668725871911,0.00189252263775651,0.00344049460977135,0.00663089364673335
0.4,0.0896761819352239,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.503638180488848,0.652779422404274,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00163735180884345,0.00362395740973798,0.00667302942833164
0.4,0.207163611278622,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.521506164982821,0.630931064262839,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00112071493595133,0.00304421028150119,0.00667302942833164
0.5,0.000110556988504454,0.647117044528003,0.29735077363385,0.637627686901723,0.656520078189417,1.91938147943081e-114,0,0.445814739578146,0.761195661809814,0.608929963703687,0.858867609115408,0.608929963703689,0.445814739578146,0.413402160714004,0.215705681509334,0.60350520069398,0.480887822584544,0.682633703266377,0.361177980422935,0.00342320504441633,0.00777567902908203,0.00344305076545883,0.00340134953757947,1.04463969102315e-113,0,0.00324344785964454,0.00255183872382747,0.0457555384187088,0.00169992529160015,0.0457555384187098,0.00324344785964454,0.00408048290557211,0.00114106834813878,0.00288853024799819,0.00216613607619583,0.0033671952029683,0.00688131308269248
0.5,0.000255400982695892,0.647170736592062,0.297310457608569,0.63768168135298,0.656573436340066,3.04015261828977e-115,0,0.445724888628625,0.761170125380392,0.61545491685144,0.859272133484687,0.615454916851442,0.445724888628625,0.413152316573319,0.215723578864021,0.603447507004508,0.48090434728908,0.682639966248947,0.361450506735837,0.00337630448243421,0.00768131831529435,0.00339589631943906,0.003354730326235,1.62392893464998e-114,0,0.00322578864110439,0.00251722740211159,0.0545876817025561,0.00160194374748286,0.0545876817025556,0.00322578864110439,0.00407826012321699,0.00112543482747807,0.00286259387516009,0.00216988161230362,0.00339052115536124,0.00675539969729216
0.5,0.000590009395556206,0.647130469824243,0.296999975724673,0.637641181085081,0.65653342671558,2.98604548674571e-115,0,0.445480463264943,0.761053944579286,0.617210211102718,0.859830776891749,0.617210211102719,0.445480463264943,0.41265661275814,0.215710156608081,0.603267203922115,0.480959090696059,0.682613274071428,0.361627892151801,0.00336579283706379,0.00765507845078226,0.00338532597407725,0.0033442835458619,1.62449233839096e-114,0,0.00315918030344517,0.0025125456764439,0.0578352659347401,0.00163303958462784,0.0578352659347367,0.00315918030344517,0.00391725815222918,0.00112193094568793,0.0028281837904017,0.00216816032612683,0.00339531787491301,0.00672462131629371
0.5,0.0013629982280025,0.647147245532745,0.296596805715163,0.637658043094011,0.656550106276959,1.90795422610654e-114,0,0.445112785749324,0.760887422582602,0.629440446321281,0.861012412714191,0.629440446321279,0.445112785749324,0.412028218825878,0.215715748510915,0.603000104165963,0.481099069770767,0.682602027218161,0.362212430148656,0.00329506584056281,0.00752623836056787,0.00331416531517849,0.00327403180104765,1.0448361524347e-113,0,0.00310949721323988,0.00246635652201656,0.0788763453429144,0.00137037291737418,0.0788763453429115,0.00310949721323988,0.00381675182627988,0.0010983552801876,0.00278077668300917,0.00216910650495005,0.00339539518514866,0.0065658693414182
0.5,0.0031487026876693,0.647039874578791,0.295683366916334,0.637550055822866,0.656443414679362,1.2022040677703e-114,0,0.444397518138131,0.760547149330001,0.619355702853079,0.862876456077958,0.619355702853071,0.444397518138131,0.410330129360441,0.21567995819293,0.602472333734066,0.481597651730919,0.682332031649386,0.362863055015476,0.00330877555270022,0.00754785757339003,0.00332791214614593,0.00328769615418041,6.56495786770984e-114,0,0.00308686321906981,0.00246456332433444,0.115077017006219,0.00115523876836772,0.115077017006217,0.00308686321906981,0.00389206096782583,0.00110292518423341,0.00276969532318914,0.002155004169496,0.0034043712857179,0.00660282009168125
